ID,Review Date,Location,Hotel/Restaurant name,Review
rn560828299,"Reviewed February 16, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"I really recommend this restaurant to everyone who love to come and visit phuket,. Food are great, all the staff are nice.. No doubt why they are no. 1..More"
rn560605998,"Reviewed February 15, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Top class great food warm welcome they try that Little bit harder to give the best service ,,and allways with a smile..More"
rn560566055,"Reviewed February 14, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"When you are anywhere near Patong and Kathu you need to do yourself a favour and dine at Thong Dee. I have just retired as a chef of over 42 years, the last 30 owning our own fine dining restaurant in Canada. It is just...More"
rn560439847,"Reviewed February 14, 2018 ", Kathu,Thong Dee The Kathu Brasserie,Best meal ever in Thialand. 1st time here and on valentines night. Been visiting Phuket for last 15 years and you will not go to a better restaurant. Owner and staff fantastic. I take my hat of to the chief. Thank you allMore
rn560052704,"Reviewed February 12, 2018 ", Kathu,Thong Dee The Kathu Brasserie,No wonder why this place is so highly rated in-spite of its odd and off location. The staff and the owner itself were very nice and welcoming. Amazingly delicious food and service . They kept the restaurant opened for us pretty late and the charming...More
rn557861816,"Reviewed February 1, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"The Kathu area very limited for dining . I found this place it just so lucky.
Oysters very fresh and the all food are outstandingly well cooked .
Service good . Reasonable price .
Strongly recommendMore"
rn557829714,"Reviewed February 1, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"We come here a lot, actually our most frequented restaurant. Of course that has a reason. It is not only the very good food, but the owners, who are friends, the staff and also, one might forget: the constant surprise culinary innovations in the form...More"
rn557536162,"Reviewed January 31, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"It was only our second night in Phuket and wasn't sure where to go for dinner and looked up some restaurants and came across this gem. Tucked away in dark little road, to our surprise a lovely spot with friendly service to die for and...More"
rn556006964,"Reviewed January 23, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"The food was just incredibly good! Starter, main course, desert... everything was perfect!
We drove 25km by scooter to come here and it was totally worth it!
Although it was a really outstanding restaurant the prices were appropriate.
When we wanted to leave the restaurant...More"
rn555017965,"Reviewed January 20, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"We went here for my husband's birthday last year and it was great so we decided to go again this year , we went as a party of 8 , Patrik, phoonchan & pol went the extra mile knowing it was a special birthday, ie...More"
rn553659919,"Reviewed January 13, 2018 ", Kathu,Thong Dee The Kathu Brasserie,This restaurant deserves it reputation as one of the best in Phuket. The food and service were outstanding. Traditional Thai food as well as sophisticated western fare. Thanks Patrick for taking good care of us.More
rn552904008,"Reviewed January 10, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"If I ever want a roast dinner I come to Thong Dee. Choice of chicken, beef, lamb or a combination of 2 or all 3... all the trimmings and absolutely delicious! You don? get much veg but can order more - to be honest the...More"
rn552493807,"Reviewed January 8, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Booked a table for 4 for the New Year? Eve and was not disappointed:)
Firstly they were happy to accommodate our reservation despite us booking quite late, and the best was that they didn? overdo the reservations as a lot of places would like to...More"
rn551760971,"Reviewed January 5, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Very welcoming restaurant from the staff and the service was as fantastic as any top restaurant... no wonder they have earned the top spot on Trip Advisor as the top restaurant.
Meals were presented and explained with professional and care giving service.
The menu is...More"
rn551627814,"Reviewed January 4, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Definitely a must try in Patong! The owner is present and makes you feel he cares and follows up on everything in a non-intrusive way, the staff is super attentionate and all smiles.
The food is... amazing, I?l leave it at that:
- homemade fois...More"
rn551187210,"Reviewed January 3, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Great restaurant with a lovely atmosphere, amazing food and very friendly service! You can tell that the owners really care about the guests! They serve Thai as well as western food - both great! Even though it? not very central definitely worth a visit!!More"
rn550880895,"Reviewed January 2, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"Wow.... is all I can say from start to finish!! This place is a definite must visit. I got the prawn pil pil to start and the lamb tenderloin for mains followed by a delicious lemon sorbet everything was top class.
The owner is front...More"
rn550879005,"Reviewed January 2, 2018 ", Kathu,Thong Dee The Kathu Brasserie,"We had a fantastic evening hosted by Patrik and the team. We were in Phuket for a week over Christmas and finally had an opportunity to visit this restaurant on our last evening, which was a great end to the holiday!
The restaurant is located...More"
rn573380240,"Reviewed April 14, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Lovley & super friendly staff!! The tzatzki and feta was the best, and the chicken souvlaki. Good place for family and couples, calm and beautiful. Gives you a good feeling of Greece."
rn573232560,"Reviewed April 14, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Best meal we had in Phuket. Stumbled upon this place by accident and I? glad we did. The owner is about as personable as they come. Afte greeting you and explaining the menu he jumps into the back to cook. The food was amazing, portions...More"
rn573190853,"Reviewed April 13, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Great food! Demetrius is owner, chef and primary entertainer!! He's really into his place!! Located in Palm Square. Great night spot as well. Highly recommended!!"
rn572985329,"Reviewed April 12, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,we visited Odysseus twice on our recent visit to Kata Beach. Great host and wonderful food. added bonus was the extra free beer!
rn572818753,"Reviewed April 12, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"We went there (2 couples), and I felt like going home to my favourite restaurant. Everyone very friendly and Chef Dimitiris came out to give us his recommendations. Pretty much the service you would pay in Europe for a really expensive restaurant. Also he invited...More"
rn572806114,"Reviewed April 12, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Food here was super tasty. Everything is freshly made, best feta ever, tzaziki was amazing. The owner of this restaurant, whom was super friendly, knows what he's doing. Never expected to find such good Greek food in a different country than Greece itself. Definitely worth...More"
rn572783341,"Reviewed April 11, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"This is some of the best Greek food I have ever eaten, including in Greece!
The owner is incredibly friendly and polite too.
What a find!"
rn572648768,"Reviewed April 11, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Very welcoming experience. Chef took time to explain some of the seasonings on the dishes and even subbed in some tasty vegetables to meet our healthy preferences.
Would definitely reccomend a visit while in town."
rn572424712,"Reviewed April 10, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Very fresh, well prepared, and presented. Friendly staff, quick service. Loved the California wine with the fresh Mediterranean flavors. Kids happily stuffed themselves with HEALTHY food - love to see that! The owner is fun and friendly which sets a great tone for the whole...More"
rn572177265,"Reviewed April 9, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"This restaurant popped up on TripAdvisor enough times that I finally gave in. Solo dinner and it was amazing! Service was spectacular - from the manager, servers and cooks. All were smiling and welcoming, adding to the lovely ambiance. Great music playing too. I had...More"
rn572135416,"Reviewed April 9, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"My friends and I stopped here after a day of enjoying the beach. The food was nothing short of phenomenal, top to bottom. I had the beef bifteki, and shared the mushroom and olives appetizers. I would wholehartedly recommend all three. The tzaziki sause is...More"
rn572131898,"Reviewed April 9, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The owner was incredibly kind and passionate about his food. The meals were delicious as well as great presentation. The beef bifteki melted in my mouth. Although I am not a mushroom lover- I must say the grilled mushroom was simply divine. In closing, the...More"
rn572047120,"Reviewed April 8, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"It? been an outstanding pleasure to eat at Odysseus. My girlfriend searched online for a place with both vegetarian and non-veg options. Finding places with clean food in Asia is challenging already, and she has the added challenge of a boyfriend grown up in Italy....More"
rn571900383,"Reviewed April 8, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Healthy and authentic greek food.
Nice and welcoming owner. You can see the kitchen and how the food is prepared."
rn571863897,"Reviewed April 8, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"We arrived with high expectations given the reviews here on TripAdvisor and let me tell you, these expectations were exceeded.
The food was wonderful and the owner was such a blast, he has so much passion for his restaurant and will occasionally sing and dance...More"
rn571683032,"Reviewed April 7, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"It? a pleasure to visit this restaurant. The Greek chef-owner that can talk a long time about his kitchen and insure that he isn? a Pinocchio.
To tell the truth We?e never been before in Greek restaurants, but I suppose with such an attitude, this...More"
rn571574298,"Reviewed April 6, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Delicious well made Greek food, lovely friendly staff especially the manager, felt very comfortable and welcome. Would defiantly recommend. <f0><U+009F><U+0098><U+008A>"
rn571246426,"Reviewed April 5, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The food was very tasty.
We tried pork souvlaki and bifteki. For starter we had a greek salad.
Everything tasted clean and fresh.
The staff was friendly."
rn571208476,"Reviewed April 5, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,Very hospitable and desperate chief. Small green corner in hot Thai! <U+041E><U+0447><U+0435><U+043D><U+044C> <U+0432><U+0435><U+0441><U+0435><U+043B><U+044B><U+0439> <U+0438> <U+043E><U+0442><U+0447><U+0430><U+044F><U+043D><U+043D><U+044B><U+0439> <U+0445><U+043E><U+0437><U+044F><U+0438><U+043D>. <U+041C><U+0430><U+043B><U+0435><U+043D><U+044C><U+043A><U+0438><U+0439> <U+0443><U+0433><U+043E><U+043B><U+043E><U+043A> <U+0413><U+0440><U+0435><U+0446><U+0438><U+0438> <U+0432> <U+0436><U+0430><U+0440><U+043A><U+043E><U+043C> <U+0422><U+0430><U+0438><U+043B><U+0430><U+043D><U+0434><U+0435>.
rn571050797,"Reviewed April 4, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"We went to this restaurant thinking it? the best we will have in Phuket on our last night. Well, we were very disappointed. The place itself is nothing special similar to all restaurants in Phuket. The food , well , 1 st option not available...More"
rn571021576,"Reviewed April 4, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,Great food and quick service - Dimitri is full of beans and wants everybody to enjoy the experience - mousaka was just like mamas yum <f0><U+009F><U+0098><U+008B>
rn570946610,"Reviewed April 4, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"After a week in Thailand, we were bored of Thai food and we were looking for something different - that's when we found this Greek restaurant. As Greeks ourselves we were quite surprised that there was a Greek restaurant in Phuket so we had to...More"
rn570933803,"Reviewed April 3, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Forget thai food! This place is GREAT! In every sense of the word. Great food, great environment, and great service! We were treated by the owner (a funny charismatic hyper guy) who really knew about the food and the Greek culture. Would come here again...More"
rn570920643,"Reviewed April 3, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The food is fresh, quick and soooo tasty. Cooked to perfection. Souvlaki just like in Greece with chips. Tzariki is divine.
Been here twice and the owner, chef Dimitri is just lovely. He has bought new high chairs with straps for the infants and dances...More"
rn570774271,"Reviewed April 3, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Situated in the palm court, this little restaurant is well sign-posted and easy to find and I? so glad we did! Simply delicious Greek food (and I? fussy!) - my partner and I both loved our meals, meat was fresh juicy and beautiful, fries were...More"
rn570745696,"Reviewed April 3, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"I love Mediterranean food, and Odysseus served up some delicious authentic food.
My girlfriend is also gluten, dairy, and corn free and the chef was able to accommodate these food allergies with her meal which was very nice.
The chef was great, full of energy,...More"
rn570730219,"Reviewed April 3, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Great service! Great accommodations! Great food! Accommodated my allergy to gluten, dairy, and corn with a custom meal! Delicious too!"
rn570647751,"Reviewed April 2, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,Was expecting big things and left totally disappointed the food was ok the timing of the food was terrible the owner seemed high on drugs the food i had was ok but the other quests in my party were far from Happy don't know where...More
rn570301362,"Reviewed April 1, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Great friendly service and food. We tried Greek salad, chicken and moussaka. All very tasty and exceeded expectations!"
rn570083819,"Reviewed April 1, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Where to start , such a nice place for a meal .
The owner is a fantastic guy , so friendly , an makes all his own food .
Fast efficient service , an did I mention YUM , has to be the best moussaka...More"
rn569897282,"Reviewed March 31, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Certainly, one of the best restaurants on the island. Ingredients in food are incredible. Souvlaki is unbeliviably delicious, meal is as tasty as you can find in Greece."
rn569670457,"Reviewed March 30, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,It? my first time to try greek food and i can? get enough i didnt expected it will be that good !!! The saganaki was more than amAzing ! I recommend the mousaka as a main dish !! And add some lemon with it !!!...More
rn569600054,"Reviewed March 29, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Very good and fresh food. We had the Greek salad, tzatziki and pork pita sandwich. My husband is greek and he enjoyed the food. Definitely recommend!"
rn569587526,"Reviewed March 29, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"We ate here twice and both times we satisfying. We ate chicken, rice and chips, all food was fresh and pretty good quality the chicken was well cooked. Our 2.5 yr old had pasta and it was actually nice...
Staff were friendly and the prices...More"
rn569586644,"Reviewed March 29, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"So, so tasty and healthy mediterranean food. The best u can get. Everything is extraordinaire and clean. The staff are so friendly and Dimitris everyday is kind, helpful, always with a big smile! He makes you feel like home. Just perfect!"
rn569479969,"Reviewed March 29, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Visited this as we were having a night off Thai food, and were not at all disappointed. Some of the best food we have had all
Holiday, and I would totally recommend if you?e on Phuket!
Service was great, prices reasonable.
EXCELLENT!"
rn569268534,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"If you visit Phuket, you HAVE to visit this place. Everything was just amazing. The staff were wonderful and very friendly but don? know much English but that doesn? matter. The food was AMAZING. I had the chicken souvlaki and so did my sister and...More"
rn569265865,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,must come to Odysseus! The owner Dimitrios was amazing and food matches! I had the souvlaki and it was delishious! Would recommend this place to everyone! the waitresses were average but the meals were super fast and full of fresh ingredients and great flavour. I...More
rn569265652,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,The best greek food i have ever had! The owner/chef is so friendly and will definitely come back here the next time i am in phuket!!
rn569259491,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The ambience is amazing and the staff do their best to provide an excellent service !
A fabulous authentic place with only the best Greek food!
See you soon!"
rn569239526,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"After a few weeks of only eating Thai food this was a welcomed treat. Fresh, tasty and served with a friendly smile by the owner."
rn569234903,"Reviewed March 28, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The place is nice and the food is amazing. There were no more moussaka but the owner arranged us to get vegetarian option.
We also tried the beef, it was just excellent.
You definitely have to go there"
rn568892815,"Reviewed March 26, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,We've been there 3 times and every-time food was amazing. Someone has to call the Michelin to check this place :)
rn568807908,"Reviewed March 26, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"I have come here twice during my stay! Came back the second time with my parents because it was so yummy. The owner is lovely and accommodated well for my vegan diet while my family loved their meals (they eat meat). Not oily, perfectly cooked...More"
rn568806389,"Reviewed March 26, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,I'd been sick and the lovely owner made a dish tailored to my gentle stomach! It was the first meal I had eaten in Thailand that I was able to eat with gusto. As my stomach was quite gentle he made the food simple but...More
rn568456989,"Reviewed March 24, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"First time in Phuket Thailand so a little unsure with the food, however as we have visited Greece many of times we came across this restaurant and WOW what amazing food, the owner shows full passion in providing beautiful meals for his customers. me and...More"
rn568271580,"Reviewed March 23, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Delicious Greek food at the heart of Phuket! Suvlaki pita wrap as good as in Athens :)! No greek wine but that? probably too much to expect in Phuket :)
Attentive and professional Chef Dmitros. Thank you"
rn568207888,"Reviewed March 23, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Visited the restaurant for lunch during vacation.
We were quickly greeted by the owner, who gave a brief introduction to the menu.
He put special focus on which menus were a 100% organic, and which who had elements that were?t.
He made some variations that...More"
rn568172068,"Reviewed March 22, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Never thought I would have good Greek food in Thailand. Myself and the folks I am traveling with are from NJ-the state were Greek diners abound. Can? compare with food from actual Greece, cause I haven? been yet, but the food at this place was...More"
rn568078666,"Reviewed March 22, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Owner extremely attentive to his customers and very generous,very tasty food and filling.nice atmosphere and good service."
rn567680894,"Reviewed March 20, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,Good food and nice staff. Authentic greek food that i imagine lives up to every food critics standard! <U+263A><U+FE0F>
rn567474062,"Reviewed March 19, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Very nice and fresh Greek food and kind hospitality by the Chef Dimitris, for sure will introduce Odysseus to friends"
rn567426621,"Reviewed March 19, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Had the Greek Salad, and Chicken Souvlaki. Both dishes were phenomenal. The staff and head chef were all very friendly and helpful."
rn567425161,"Reviewed March 19, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Greek salad was very good, almost like in Greece. Chicken souvlaki also known as gyros pita was just like in Greece. Big portions, fresh products, tasty. Menu is small and Greek cuisine only, no Thai food, reasonable prices. Very friendly staff, this place is new...More"
rn566781341,"Reviewed March 15, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Stopped in by chance while looking for a quick lunch on the way to the beach, absolutely stunned to find authentic and delicious Greek food at reasonable prices in Thailand.
Prices are slightly inflated due to the difficulty in obtaining certain ingredients, and some menu...More"
rn566759349,"Reviewed March 15, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Yesterday we visit Odysseus restaurant and as we are Greek we were a bit more strict with the food but the quality and the service was perfect! The meat so fresh and well cooked! The portion exactly as in Greece, big and full of tasty!...More"
rn566759120,"Reviewed March 15, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"We had pork souvlaki wraps and a green salad, both really tasty and generous portions. True also of the house wine! Fresh produce and friendly staff. Will definitely go again."
rn566623111,"Reviewed March 15, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"The food is really good, the owner is really helpful and doesn't mind changing dishes, many options for gluten free, lactose free and vegan.
Ask the owner his shoe size and you can be ready for a laugh!
Good service!"
rn566595592,"Reviewed March 14, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,Service was excellent...i got the moussaka which he said would be a twenty min wait...and showed me it going into the oven... was so nice to get it straight from the oven. Although i love thai food it's nice to have a change . Thanks...More
rn573379996,"Reviewed April 14, 2018 ", Kata Beach,The Tavern,"My wife and I dined here last night after reading the positive TripAdvisor reviews. This a great spot, good range of drinks and menu is extensive. We had the massaman chicken and chicken and cashew nuts and both were delicious. Possibly the best Thai food...More"
rn573306898,"Reviewed April 14, 2018 ", Kata Beach,The Tavern,"Everything was 5 stars, from the team behind the bar, food (10 stars if I could) and atmosphere. We visited on the day of the grand national, John the boss man gave everyone a free drink which was a perfect touch! If you feeling like...More"
rn572681213,"Reviewed April 11, 2018 ", Kata Beach,The Tavern,"The Tavern is not a sports bar.The Tavern is home and John, Minny and the staff will be your little family during your Kata? holiday.The food is brilliant, fresh and delicious.The cocktails are special.Thanks guys to make our nights in Kata so beautiful.
Nico and...More"
