ID,Review Date,Location,Hotel/Restaurant name,Review
rn574169116,Reviewed 4 weeks ago , Kata Beach,Odysseus Greek Organic Restaurant,"Great food and service, I particularly loved the beef bifteki and eggplant with tomato and feta. The owner/chef was extremely passionate about his food and so welcoming. Good wine!! Reasonably priced and a great night overall."
rn573429647,Reviewed 5 weeks ago , Kata Beach,Odysseus Greek Organic Restaurant,"Best pita wrap I?e had in a very long time. Fantastic service, unique and nice atmosphere. Thank you!"
rn573380240,"Reviewed April 14, 2018 ", Kata Beach,Odysseus Greek Organic Restaurant,"Lovley & super friendly staff!! The tzatzki and feta was the best, and the chicken souvlaki. Good place for family and couples, calm and beautiful. Gives you a good feeling of Greece."
rn580924528,Reviewed 3 days ago , Kata Beach,The Tavern,John and the girls make this bar the type of bar you'd happily drink and eat in anywhere in the world. Their hospitality is first class and they make you feel welcome and comfortable. Not our first time there and certainly not our last. The...More
rn580696128,Reviewed 4 days ago , Kata Beach,The Tavern,I recently had the pleasure of attending at The Tavern on several occasions. Firstly your host John is an extremely friendly and likeable bloke who will go out of hid way to help his customers. The food is top quality food that I would recommend...More
rn579766211,Reviewed 1 week ago , Kata Beach,The Tavern,"We have been to Kata a number of times and have always returned to The Tavern.
John and the girls have always made us feel welcomed every time.
The food is absolutely delicious, fresh , tasty and cooked to perfection
Lasy year john even searched...More"
rn568026680,"Reviewed March 22, 2018 ", Kata Beach,The Tavern,Really great restuarant/bar! Had Stir fried Pork in Cashews and Veg fried rice. More than enough for two people. Very tasty food and all tastes very fresh. Excellent service from John and the staff. All the food we received was delicious! Definitely worth a visit...More
rn567674107,"Reviewed March 20, 2018 ", Kata Beach,The Tavern,"Well worth a visit, friendly atmosphere and good food. Made welcome by John and staff the fish chips and mushy peas and bottle or two of magners a welcome change from Thai food and Chang <f0><U+009F><U+0091><U+008D>"
rn567154267,"Reviewed March 18, 2018 ", Kata Beach,The Tavern,Let me start by saying the only reason for wanting to give a less than 5 Star rating was purely because John (the owner) is a Man U fan and the night my partner and I visited it was to watch the mighty Liverpool beat...More
rn566683677,"Reviewed March 15, 2018 ", Kata Beach,The Tavern,"Located down a quiet street off the main drag! Consistently open later than most bars/restaurants around. Food was prepared fresh to order everytime, waiting a few extra minutes was worth it. We ate here a couple times during our stay. Food was excellent everytime! Awesome...More"
rn566463371,"Reviewed March 14, 2018 ", Kata Beach,The Tavern,"The best range of craft beers around, excellent food and incredibly friendly people (staff and customers alike). What more can I say. Go! You won't regret it!!!"
rn566300969,"Reviewed March 13, 2018 ", Kata Beach,The Tavern,You got to go here! Great thaifood and really good services . The man behind the bar isnt most important its the women behind the kitchen WHO is!
rn566273648,"Reviewed March 13, 2018 ", Kata Beach,The Tavern,"Great place to spend your relaxing time at. Good service nice people , alot tourist. Great food, and you can speak english to everyone!"
rn572406492,"Reviewed April 10, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"Really nice welcoming restaurant on the road side, worth the walk! sat looking out into the street we were given warm Turkish bread (free) with butter to get us going whilst ordering Chicken skewers and Rice. Service was good, food was delicious, very authentic and...More"
rn572337747,"Reviewed April 9, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"Nice ambiance, warm and friendly staff and very delicious dishes. I recommend everyone to try the Souffl?as well. Cannot wait to come again."
rn572337475,"Reviewed April 9, 2018 ", Kata Beach,Istanbul Turkish Restaurant,Super tasty food. Perfect service and perfect location. Very friendly and family atmosphere. We will come back.
rn571575446,"Reviewed April 6, 2018 ", Kata Beach,Istanbul Turkish Restaurant,We have a holiday home at Kata and felt like something different. The reviews in Tripadvisor were great and booked in for dinner. Delicious authentic home cooking and warm hospitality that is reasonably priced. Its at the top of our favourites list. Breakfast is also...More
rn569203846,"Reviewed March 27, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"We found this restaurant via Trip Advisor and are glad we did. The restaurant is a little walk (10 mins) from the main beach entrance in Kata and so is not a place you just stumble across.
You can easily get a tuk tuk or...More"
rn567669628,"Reviewed March 20, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"We went here for breakfast and we were so satisfied after our meal. The food was amazing and so was the staff and owners, we truly felt at home. Being Turkish myself I thought the food was just as good as you would get in...More"
rn566879785,"Reviewed March 16, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"When we want eat Turkish food , we just go to Istanbul restaurant because friendly person ,make great Turkish food by hand made ,can? find better than this restaurant in thailand<f0><U+009F><U+0091><U+008C><U+2B50><U+FE0F><U+2B50><U+FE0F>"
rn566635561,"Reviewed March 15, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"I Come back again today, and the food Was more delicious than the the last time i was here. Good quality and service. The Price i acceptable. Will recomande this place"
rn565797019,"Reviewed March 11, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"This is a must when coming to Phuket. Just up the hill from Kata. Great food from the complimentary bread which is baked fresh for you to the many Turkish dishes available. Service was great too.
10 outa 10More"
rn565749249,"Reviewed March 10, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"knowing all our food is hand made, inc our cream, bread, butter makes me feek more comftable. love love love this place. had breakfast here every single day food is made with love. shop owner also sells hand made turkish suvernirs."
rn565386979,"Reviewed March 8, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"I?e visited this place with my friends, I can definitely recommend it! The food is very delicious, very nice atmosphere and perfect service. I felt like I? back to Turkey! Thank you very much for taking care about your customers, I? come back again and...More"
rn565109363,"Reviewed March 7, 2018 ", Kata Beach,Istanbul Turkish Restaurant,I can only recommend to anybody who stay in Phuket - I visited that place over 10 times in 3 years. Everything was every time finest
rn564195195,"Reviewed March 3, 2018 ", Kata Beach,Istanbul Turkish Restaurant,"We had a best night Turkish food restaurant has always been my favourite especially after a few visits to Turkey and the Middle East.
The middle range good restaurant very tasty. The chicken shish and some nana and seasoned was good enough. The best part...More"
rn555364008,"Reviewed January 22, 2018 ", Kata Beach,Kataturk Turkish Restaurant,Eating at Kataturk is a wonderful experience. The atmosphere is very inviting with Turkish decorations and comfortable tables and chairs. The staff here are exceptionally polite and the owners are always on hand to offer a personal welcome. There is a good variety of mainly...More
rn555095723,"Reviewed January 21, 2018 ", Kata Beach,Kataturk Turkish Restaurant,"Nice tasty food, authentic tastes of Turkey. Unfortunately the service was chaotic and dishes served haphazardly and my wife did not get her main course until I had finished mine. The staff were very apologetic and gave her some free hummus. However the restaurant was...More"
rn554695761,"Reviewed January 18, 2018 ", Kata Beach,Kataturk Turkish Restaurant,"I had been googling restaurants in Kata after getting a little bit over Thai and wanting something different and this was the best change ever! I went with a friend and we shared some homemade bread, dips, a kebab and a salad and it was...More"
rn553989147,"Reviewed January 15, 2018 ", Kata Beach,Kataturk Turkish Restaurant,"We had very great experience in that restaurant to celebrate Christmas Dinner. The food is just Perfect!!! All staff is on high great services, very recommend to visit that restaurant."
rn552855000,"Reviewed January 9, 2018 ", Kata Beach,Kataturk Turkish Restaurant,"I like my meat free days so ordered the grilled vegetables with tomato and yoghurt sauce (aubergines, potatoes etc). Also had the cheese bread on the side. The bread arrived first so that is my only negative point but was still slightly warm when my...More"
rn550587529,"Reviewed January 1, 2018 ", Kata Beach,Kataturk Turkish Restaurant,"This Turkish Restaurant? name is very special! Congrats for this... and the dinners... they are very fantastic, delicious and sucsesful! Thank you for this great restaurants and friendship staff... if you?l visit Kata one day, you should try KAtat?k<f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB>"
rn550176173,"Reviewed December 30, 2017 ", Kata Beach,Kataturk Turkish Restaurant,Wonderful meze for starter followed by the kebab for sharing. Lovely dessert with an apple tea. Highly recommend
rn550148884,"Reviewed December 30, 2017 ", Kata Beach,Kataturk Turkish Restaurant,"Found this little gem on our walk from the hotel to kata beach.First time for Turkish food,but I love to try new foods.Have to say what a good choice we made.The food served was piping hot and fresh.Tasted amazing.Would not hesitate to return on the...More"
rn549965330,"Reviewed December 29, 2017 ", Kata Beach,Kataturk Turkish Restaurant,"Great experience atmosphere, really tasty Turkish food in the heart of Kata, Phuket! Whenever you feel like a break from the Thai food..."
rn549067384,"Reviewed December 24, 2017 ", Kata Beach,Kataturk Turkish Restaurant,I felt myself as if i am in Istanbul..nice atmasphore..tasty lahmacun..many thanks to Ozan for kind of hospitality
rn549018838,"Reviewed December 24, 2017 ", Kata Beach,Kataturk Turkish Restaurant,"The best, because Katat?k is very clean, all the food is delicious, good staff and perfect owner Ozan,,,,Thank you for every think"
rn116777596,"Reviewed August 15, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,"This is the second review on this restaurant. It is great. As soon as you are seated they provide a cool scented wet towel for you to wash/cool your face. There is a large selection of foods (thai, seafood, western, sushi, etc) at reasonable prices....More"
rn114982194,"Reviewed July 3, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,Food was definitely not worth the money in comparison to the other options in Kata that are cheaper and much better quality. Don't make the same mistake I did and get the Blue Crab stir fry... OKay to get free soup and salad but nowhere...More
rn112366501,"Reviewed June 9, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,"The food was very average and the service was terrible. The prices aren't too bad and the ambience is ok......but there are much, much, much better places to eat at Kata Beach"
rn109472538,"Reviewed May 23, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,"Ambience and seafood was great. They offered steak as well, but it was sinewy and had a slight fishy taste. Milkshake tasted watered down. But there's a mobile ""cocktail tuk-tuk"" right beside the restaurant with good music and lots of customers. Best to just order...More"
rn106057445,"Reviewed April 29, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,Large range with western choices and good location but the Thai appetizer we had was a tiny portion and very average for the price <Baht115> - same price as a curry (and there are better available elsewhere of those too). The servings of rice are...More
rn101870163,"Reviewed March 28, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,"was there today. food is average I would say. I had prawns and they are priced by 100g, so I selected them outside priced at 90 bath/100g. On the bill later they charged me 120 bath/100g. I had asked before if 90 is my price,...More"
rn95346942,"Reviewed February 2, 2011 ", Kata Beach,Mali Seafood Restaurant & Bar,"Mali is a great, cheap friendly restaurant with a big menu to choose from - we ate there often for lunch and dinner and everything was reasonably priced. The Thai, seafood and western food was all good quality and the cold beers and cocktails were...More"
rn90299395,"Reviewed December 20, 2010 ", Kata Beach,Mali Seafood Restaurant & Bar,"We dined here in December, 2010. The food was barely edible. The ribs were like thin strips of sinew glued to a bone. The chicken was like shoe leather. The pork tenderloin, if that was what it was, was better than the rest, but still...More"
rn89302857,"Reviewed December 7, 2010 ", Kata Beach,Mali Seafood Restaurant & Bar,We stayed up the road in the sugar palm grand hillside and ate here nearly every night. The service here was the best I have ever had at any restaurant. The waitresses were always smiling and always willing to healp. We have 2 children under...More
rn132928771,"Reviewed June 27, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,We ate here for lunch. Service was a little slow and the portions of the meals were very tiny. Decor was quite appealing but did not return for an evening meal.
rn132370016,"Reviewed June 20, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,My wife and I were lured into the restaurant by the crowd in the restaurant and it's clean white facade. But sadly this place was the worst dining experience in our five days in Phuket. Whether you're looking for seafood or thai food it is...More
rn132285243,"Reviewed June 18, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"This is a large open air restaurant that catches the eye when walking past. My wife and I split some rolls and they were very disappointing. The quality of the fish is fine, but they ruin it by dousing it with mayo. Sadly no good...More"
rn132073020,"Reviewed June 15, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"This place looked the business but the standard of food and service was disappointing. The food was mediocre and the prices too high for the small portions of food. Service was hit and miss, definitley miss when our drinks were being poured. Ate in far...More"
rn131540796,"Reviewed June 8, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,We just ate there tonight and not only was the food awful we feel we were ripped off with the Lobsters we ordered. We love lobster and feel we know a lobster meal when we eat it. The meal was certainly served in a lobster...More
rn129842435,"Reviewed May 12, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"If you take out friends to dine with you, you really don't want to complain all the time. This place looks OK, the location on a little lake is good and you can park the car outside. So far so good BUT when they get...More"
rn129065501,"Reviewed April 29, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"Eaten here twice in the past week. The menu is huge, I've eaten Thai of both occasions and not been disappointed. The drinks menu is full of tasty cocktails, I highly recommend the frozen cocktails. The staff here are friendly and service is always fast...More"
rn127772783,"Reviewed April 12, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"great food and variety at excellent prices. we ate there almost everyday, everything we ordered was fantastic. they have everything from sea food to sandwiches to Thai food and steaks"
rn127700044,"Reviewed April 11, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"Mali has an excellent variety of dishes catering for European tastes to some authentic Thai dishes with twist of difference.. the food is a little pricey compared to some other restaurants in the area but, all the times i have eaten here, i have enjoyed...More"
rn127200216,"Reviewed April 3, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,We've been there just once and decided not to go there anymore. From 2 main courses we've booked - none was looked like the picture in menu - instead of red curry they brought a soup and instead of deep fried shrimps that brought some...More
rn127176822,"Reviewed April 3, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"Loved the variety of food, quick and efficient service and very reasonable prices. Was excellent for grabbing a quick tasty meal."
rn126989822,"Reviewed March 30, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"We ate here a couple of times, and were basically pleased, if not blown away by the food. Frozen cocktails were good and the seafood was good, if a little expensive. The service was fine and I'd be happy to eat there again. However, better...More"
rn126888244,"Reviewed March 28, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,When we walked by this crowded place hawking fresh seafood my initial thought was that it was a big tourist trap and I didn't have high expectations. But the seafood looked better than at a few of the other spots on the beach and they...More
rn126571795,"Reviewed March 23, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,This restaurant also served breakfast and drinks to our hotel which was next door. The food was good but expensive compared to other restaurants. Shop around but have a meal here at least once there are lots of restaurants and this one is ok.
rn125989726,"Reviewed March 12, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,Beautiful Restaurant.in Karon Beach food is ok staff friendly price is cheap
rn125784166,"Reviewed March 7, 2012 ", Kata Beach,Mali Seafood Restaurant & Bar,"Found Mali very good. Food great, staff attentive and smiling and the prices are great. The best bonus was it is next door to where I am staying at the Ibis Kata. Certainly worth visiting if staying in Kata."
rn383156148,"Reviewed June 16, 2016 ", Kata Beach,Dada Yura Restaurant,"I like this restaurant. Good foods,delicious foods and good service and Yuru is very kind and friendly."
rn364836775,"Reviewed April 17, 2016 ", Kata Beach,Dada Yura Restaurant,Really bad quality of food taste is very bad. Stake is dry if you can call that stake it was just badly cooked pork chunk. Pancakes tasted like nothing had absolutely no taste and bakon and chicken salad was dry and looked like it was...More
rn479711612,"Reviewed April 28, 2017 ", Kata Beach,Dada Yura Restaurant,Five of my friends and I went for dinner at Dada Yura and the service was below an accepted standard. Firstly the waiters could not take our orders correctly and when three of my friends got their food the rest of us got our food...More
rn470303330,"Reviewed March 26, 2017 ", Kata Beach,Dada Yura Restaurant,"One of the most terrific experience in my life and i travel a lot.
The service is awful, made a mistake and say it's mine.
The Manager (thai guy) touch me, i ask him to don't touch me.
He goin on and say if i...More"
rn468001722,"Reviewed March 17, 2017 ", Kata Beach,Dada Yura Restaurant,"Service was non existant, staff untidy and messy. Food was horrible and tasteless . Over priced ..Don't waste your time or money"
rn466399193,"Reviewed March 11, 2017 ", Kata Beach,Dada Yura Restaurant,"Service was terrible , food was very basic and not traditional , pelmerni tasteless and dry .. Staff were untidy and the whole place was messy !! Needs a lot of improvements!! I would not recommend it at all"
rn444296508,"Reviewed December 14, 2016 ", Kata Beach,Dada Yura Restaurant,"Went there for a drink. Interesting place with relaxing atmosphere and friendly staff. A place for Russian food and it came highly recommended Every customer will get a free shot of whisky after you placed your order, gets you warm up well. 'Dada (Uncle) Yura'...More"
rn416019019,"Reviewed September 8, 2016 ", Kata Beach,Dada Yura Restaurant,"Good authentic Russian food and good atmosphere. Yuri showed us hospitality and greeted us with a couple complimentary drinks.
The Russian food was good. If you feel like singing some Russian songs, step into the only Russian karaoke in Batong."
rn218257249,"Reviewed July 29, 2014 ", Kata Beach,Coconut-garden,"Have been eating there 3 times so far. The first time good, The 2nd time OK. The 3rd time excellent. The free salad buffet is very nice. The staff is not really of the smiling kind, but they work hard. Every time I was there,...More"
rn217938094,"Reviewed July 28, 2014 ", Kata Beach,Coconut-garden,Very hot and humid day and had to get a drink. The people who work there were not very friendly or caring. I ordered some food and a drink and ate and left quickly. It's not a welcoming establishment and not one I would return...More
rn204830535,"Reviewed May 9, 2014 ", Kata Beach,Coconut-garden,"We made it into town late, tried to squeeze dinner in before 10PM. That's why this place gets a poor and not a terrible. We should have tried to make it to somewhere else. Thai dishes were crap, sauces from a carton and plastic chicken....More"
rn203070699,"Reviewed April 27, 2014 ", Kata Beach,Coconut-garden,"Perhaps our expectations were modified by the other reviews, but we stumbled in here without checking online and had a perfectly acceptable lunch. Cheese toast for the Mrs and local fried noodles (kway teow style) for me. Tasty and fine for a quick cheap lunch...More"
rn200924199,"Reviewed April 13, 2014 ", Kata Beach,Coconut-garden,We only came in here to eat because it had the football on and my son really wanted to watch Man City v Liverpool. The staff here are the most miserable people I have ever met and I have been to Thailand 5 times. It...More
rn200552972,"Reviewed April 10, 2014 ", Kata Beach,Coconut-garden,"staff here could not be bothered, stayed for a beer then left. Has potential as a really good location."
rn199836006,"Reviewed April 3, 2014 ", Kata Beach,Coconut-garden,We went here for lunch. We ordered pizza and fries between us. First of all the waitress had a face like a spanked backside and really looked like she did not want to be there. The place was crawling with ants. It took 30mins for...More
rn191248542,"Reviewed January 18, 2014 ", Kata Beach,Coconut-garden,Nice tables and good service. Wine was a good value and served in a beautiful glass. Good menu choices. Salad bar included with most dinners. I had the pizza and it was surprisingly good.
rn191211063,"Reviewed January 18, 2014 ", Kata Beach,Coconut-garden,"My husband and I ate here on 6.1.14. The place looked ok from outside and was fairly busy and the inside was quite nice too with little hut type things to sit in. The staff however were extremely miserable, the worst we encountered during our...More"
rn189684696,"Reviewed January 4, 2014 ", Kata Beach,Coconut-garden,Poor service. Didn't really look bothered if about anything. You could of eaten in there naked and they wouldn't of realised. The food wasn't to bad just a shame on the service.
rn182625574,"Reviewed October 27, 2013 ", Kata Beach,Coconut-garden,"One of those restaurants where you're pretty sure the owner has zero experience of running a restaurant. Miserable service, warm beer, average food, and the owner kept flicking through the songs blasting out through the speakers, listening to the first couple of seconds then skipping...More"
rn238542924,"Reviewed November 6, 2014 ", Kata Beach,Natalie's Restaurant,"Great food, very well priced and friendly staff. My partner and I enjoyed our dinner here. Great menu options both thai and European, also they had a special of 10% off all thai food."
rn236736108,"Reviewed October 28, 2014 ", Kata Beach,Natalie's Restaurant,"This restaurant is just near the main road. Staff here are very friendly, They provide us their recommendation on the food. The taste is very good and the price is cheap."
rn234166728,"Reviewed October 13, 2014 ", Kata Beach,Natalie's Restaurant,"We fluked upon this restaurant when visiting Kata Beach, I had the best meal I had had in Phuket. They gave us cool towels on arrival and put fans all around us to cool us down. Just off the main road, opposite the Kata Beach...More"
rn233863369,"Reviewed October 11, 2014 ", Kata Beach,Natalie's Restaurant,The food here is good and staff were very tentative. Not one of our favorites but not bad either. Try it and you'll like it.
rn232476410,"Reviewed October 3, 2014 ", Kata Beach,Natalie's Restaurant,"We ate here twice and the food was amazing both fresh seafood and traditional Thai dishes. Great service, great cocktails, would recommend to all wanting to eat great quality food. Will be coming back!!!"
rn229371489,"Reviewed September 17, 2014 ", Kata Beach,Natalie's Restaurant,If you want traditional and cheap Thai food this is a good place to eat. The menu is expansive with western options available. The staff are very friendly and like to get to know you. If you don't feel like a fun time with a...More
rn223565685,"Reviewed August 22, 2014 ", Kata Beach,Natalie's Restaurant,"Staff are always happy go lucky and the wide food chose and brilliant food every time.
Once you been once staff will remember you and do evything they can to keep you coming back."
rn417740043,"Reviewed September 12, 2016 ", Kata Beach,Natalie's Restaurant,"We ordered mushroom bruschetta and Spring rolls. The Spring rolls were dripping with oil . We ordered cheese sticks off the kids menu but when they came out they were fish sticks , so my daughter wouldn't eat them . My husband ordered fillet Mignon...More"
rn409051261,"Reviewed August 22, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),Pleasant spot for an evening meal but food was very average. We had Thai food but found it lacking the flavour of genuine Thai food. Perhaps our selection was at fault.
rn407298976,"Reviewed August 18, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),Worst restaurant that we went to during our trip. Food was tasteless. Pad Thai was gluggy. 3 out of 4 of us ended up with a dose of the trots after eating there.
rn405479808,"Reviewed August 14, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),The restaurant is close to the beach and has a quiete well ambient. The fruit shake was ok and the food also. In total a possible choice of eating.
rn403865774,"Reviewed August 10, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),"Me & hubby loveeeeee this place so much! Friendly staff and good food! We were ordering the green curry (gosh, I miss that already), salted prawn with thai chili (this one good too!), tom yum, pineapple fried rice, & of course whole coconut. You guys...More"
rn401175477,"Reviewed August 4, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),"we had 6 dishes between 4 of us and they were all wonderful, we all had plenty to eat and the service was great."
rn394676625,"Reviewed July 20, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),Ate here for tea tonight after looking around in the day for places to eat on the evening and this menu met our budget (around 50-70 baht per meal) and gave us a wide choice aswell. Was the cheapest place we saw to eat in...More
rn391267365,"Reviewed July 11, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),"Loads of food to choose from. Quick service, affordable and right on Kata Beach. Fruit juice is reconstituted stuff. If you want fresh, they're called fruit shakes. My kids lived on the watermelon shakes."
rn390924351,"Reviewed July 10, 2016 ", Kata Beach,Restaurant Mama Kata (Seafood),"We are a bit exhausted after a long day snorkling and just want to grab some food near our hotel and we randomly pick Kata mama which is just in front of where our hotel buggy drop off.
The restaurant is on the Kata beach...More"
rn449569356,"Reviewed January 5, 2017 ", Kata Beach,Restaurant Mama Kata (Seafood),"Avoid. This is poor quality food. Curry was undone, fries were oily and grose, squid not so tasty. But above all it is disgrace to serve this lousy Pad Thai. No. Go next door."
rn321656045,"Reviewed October 25, 2015 ", Kata Beach,Baan Chom View,"Super Thai food, grat view for sunset, cheap prices. Definitely a recommendation for dinner! Go there have fun."
rn318179245,"Reviewed October 12, 2015 ", Kata Beach,Baan Chom View,"Beautiful location, a wide variety of food on the menu, all very well priced - starting at 100 baht - and very friendly and polite service. A must do while in Thailand!"
rn312845252,"Reviewed September 22, 2015 ", Kata Beach,Baan Chom View,"Had another nice meal here. Good service by staff. Very extensive menu that took awhile to look through. Food average, drinks slightly more expensive than other places but you are going for the view. Staff helpful when calling our driver back to pick us up....More"
rn297780040,"Reviewed August 11, 2015 ", Kata Beach,Baan Chom View,"I have eaten here over the last few years many time, and always enjoyed the food and the view. This time however one of the waiters was rude to me only for some reason was not the same as always experience. I have have ordered...More"
rn294877967,"Reviewed August 2, 2015 ", Kata Beach,Baan Chom View,"The food was exquisite! We had the fried whole fish, as per the restaurant staff's recommendation, and was pleasantly surprised. The fish was very fresh, and the sauce was simply delicious. The other dished we had were the pineapple rice, tom yum seafood soup and...More"
rn291696680,"Reviewed July 23, 2015 ", Kata Beach,Baan Chom View,"The view is spectacular as the restaurant is perched up on the hill above Kata bay, and that's about as good as it gets!
Yes very extensive menus - probably 100's of choices (you will see this menus in other restaraunt's too) far too many...More"
